,Compound,Date,Negative,Neutral,Positive,Tweets Ago,Username
897,0.0,Tue Aug 28 09:54:32 +0000 2018,1.0,0.0,0.0,58,@realDonaldTrump
898,0.0,Tue Aug 28 01:18:38 +0000 2018,1.0,0.0,0.0,59,@realDonaldTrump
899,0.7783,Mon Aug 27 22:07:50 +0000 2018,0.714,0.0,0.286,60,@realDonaldTrump
900,0.6369,Fri Aug 24 09:57:15 +0000 2018,0.819,0.0,0.181,61,@realDonaldTrump
901,0.4926,Fri Aug 24 04:21:37 +0000 2018,0.738,0.0,0.262,62,@realDonaldTrump
902,0.5106,Fri Aug 24 04:09:55 +0000 2018,0.765,0.0,0.235,63,@realDonaldTrump
903,0.3182,Thu Aug 23 21:10:31 +0000 2018,0.905,0.0,0.095,64,@realDonaldTrump
904,0.8908,Thu Aug 23 21:10:30 +0000 2018,0.595,0.0,0.405,65,@realDonaldTrump
905,-0.6124,Thu Aug 23 19:21:04 +0000 2018,0.58,0.299,0.121,66,@realDonaldTrump
906,0.7351,Thu Aug 23 18:08:19 +0000 2018,0.63,0.083,0.287,67,@realDonaldTrump
907,0.0,Thu Aug 23 16:02:32 +0000 2018,1.0,0.0,0.0,68,@realDonaldTrump
908,0.0,Thu Aug 23 15:39:43 +0000 2018,1.0,0.0,0.0,69,@realDonaldTrump
909,0.0,Thu Aug 23 13:44:47 +0000 2018,1.0,0.0,0.0,70,@realDonaldTrump
910,-0.7574,Thu Aug 23 05:10:08 +0000 2018,0.211,0.789,0.0,71,@realDonaldTrump
911,0.0,Thu Aug 23 02:28:45 +0000 2018,1.0,0.0,0.0,72,@realDonaldTrump
912,0.6597,Thu Aug 23 00:56:35 +0000 2018,0.654,0.101,0.245,73,@realDonaldTrump
913,0.5411,Thu Aug 23 00:51:38 +0000 2018,0.8,0.0,0.2,74,@realDonaldTrump
914,0.8271,Thu Aug 23 00:46:53 +0000 2018,0.686,0.0,0.314,75,@realDonaldTrump
915,0.0,Wed Aug 22 23:01:24 +0000 2018,1.0,0.0,0.0,76,@realDonaldTrump
916,0.0,Wed Aug 22 22:24:57 +0000 2018,1.0,0.0,0.0,77,@realDonaldTrump
917,0.636,Wed Aug 22 20:07:29 +0000 2018,0.724,0.0,0.276,78,@realDonaldTrump
918,0.0,Wed Aug 22 20:05:05 +0000 2018,1.0,0.0,0.0,79,@realDonaldTrump
919,0.0,Wed Aug 22 16:13:34 +0000 2018,1.0,0.0,0.0,80,@realDonaldTrump
920,0.2023,Fri Aug 17 11:30:55 +0000 2018,0.921,0.0,0.079,81,@realDonaldTrump
921,0.4767,Fri Aug 17 02:04:03 +0000 2018,0.86,0.0,0.14,82,@realDonaldTrump
922,0.0,Fri Aug 17 01:54:54 +0000 2018,1.0,0.0,0.0,83,@realDonaldTrump
923,0.0,Fri Aug 17 01:49:11 +0000 2018,1.0,0.0,0.0,84,@realDonaldTrump
924,0.0,Fri Aug 17 00:56:42 +0000 2018,1.0,0.0,0.0,85,@realDonaldTrump
925,0.1243,Fri Aug 17 00:45:22 +0000 2018,0.768,0.105,0.128,86,@realDonaldTrump
926,-0.34,Thu Aug 16 23:53:55 +0000 2018,0.888,0.112,0.0,87,@realDonaldTrump
927,0.4019,Thu Aug 16 23:45:01 +0000 2018,0.87,0.0,0.13,88,@realDonaldTrump
928,0.5267,Thu Aug 16 23:37:15 +0000 2018,0.855,0.0,0.145,89,@realDonaldTrump
929,0.8176,Thu Aug 16 23:30:26 +0000 2018,0.667,0.0,0.333,90,@realDonaldTrump
930,0.7345,Thu Aug 16 18:55:35 +0000 2018,0.492,0.0,0.508,91,@realDonaldTrump
931,0.6588,Thu Aug 16 18:43:22 +0000 2018,0.614,0.0,0.386,92,@realDonaldTrump
932,0.7644,Thu Aug 16 15:36:26 +0000 2018,0.465,0.178,0.358,93,@realDonaldTrump
933,0.8182,Thu Aug 16 14:10:17 +0000 2018,0.691,0.042,0.267,94,@realDonaldTrump
934,-0.5106,Thu Aug 16 14:00:00 +0000 2018,0.864,0.136,0.0,95,@realDonaldTrump
935,0.6522,Thu Aug 16 12:50:44 +0000 2018,0.417,0.227,0.356,96,@realDonaldTrump
936,0.8271,Thu Aug 16 12:43:33 +0000 2018,0.661,0.0,0.339,97,@realDonaldTrump
937,-0.8074,Thu Aug 16 02:40:42 +0000 2018,0.722,0.278,0.0,98,@realDonaldTrump
938,-0.296,Thu Aug 16 02:31:58 +0000 2018,0.901,0.099,0.0,99,@realDonaldTrump
939,0.7034,Thu Aug 16 02:02:16 +0000 2018,0.82,0.0,0.18,100,@realDonaldTrump
940,0.8481,Wed Aug 08 03:23:54 +0000 2018,0.62,0.0,0.38,101,@realDonaldTrump
941,0.9224,Wed Aug 08 03:18:36 +0000 2018,0.43,0.0,0.57,102,@realDonaldTrump
942,-0.3412,Wed Aug 08 02:59:39 +0000 2018,0.909,0.091,0.0,103,@realDonaldTrump
943,0.4939,Tue Aug 07 18:25:13 +0000 2018,0.873,0.0,0.127,104,@realDonaldTrump
944,0.3802,Tue Aug 07 14:03:05 +0000 2018,0.895,0.0,0.105,105,@realDonaldTrump
945,-0.7506,Tue Aug 07 10:46:45 +0000 2018,0.748,0.252,0.0,106,@realDonaldTrump
946,-0.0772,Tue Aug 07 09:31:46 +0000 2018,0.936,0.064,0.0,107,@realDonaldTrump
947,-0.7832,Mon Aug 06 21:53:42 +0000 2018,0.724,0.276,0.0,108,@realDonaldTrump
948,0.6124,Mon Aug 06 21:46:47 +0000 2018,0.76,0.0,0.24,109,@realDonaldTrump
949,0.9148,Mon Aug 06 21:44:00 +0000 2018,0.523,0.0,0.477,110,@realDonaldTrump
950,0.0,Mon Aug 06 19:13:42 +0000 2018,1.0,0.0,0.0,111,@realDonaldTrump
951,0.34,Mon Aug 06 17:43:57 +0000 2018,0.704,0.104,0.193,112,@realDonaldTrump
952,0.8591,Mon Aug 06 15:48:40 +0000 2018,0.667,0.0,0.333,113,@realDonaldTrump
953,0.7842,Mon Aug 06 14:52:46 +0000 2018,0.614,0.087,0.3,114,@realDonaldTrump
954,0.0,Mon Aug 06 14:25:56 +0000 2018,1.0,0.0,0.0,115,@realDonaldTrump
955,0.0,Mon Aug 06 14:13:10 +0000 2018,1.0,0.0,0.0,116,@realDonaldTrump
956,0.0,Sun Aug 05 21:53:11 +0000 2018,1.0,0.0,0.0,117,@realDonaldTrump
957,0.9151,Sun Aug 05 21:52:57 +0000 2018,0.617,0.0,0.383,118,@realDonaldTrump
958,0.9148,Sun Aug 05 20:01:17 +0000 2018,0.504,0.0,0.496,119,@realDonaldTrump
959,-0.8834,Sun Aug 05 12:49:21 +0000 2018,0.627,0.373,0.0,120,@realDonaldTrump
960,0.3612,Mon Jul 30 12:06:39 +0000 2018,0.872,0.0,0.128,121,@realDonaldTrump
961,0.6369,Mon Jul 30 11:57:34 +0000 2018,0.785,0.0,0.215,122,@realDonaldTrump
962,0.0,Sun Jul 29 23:04:20 +0000 2018,1.0,0.0,0.0,123,@realDonaldTrump
963,-0.5106,Sun Jul 29 20:20:39 +0000 2018,0.845,0.155,0.0,124,@realDonaldTrump
964,0.5423,Sun Jul 29 20:12:15 +0000 2018,0.661,0.101,0.237,125,@realDonaldTrump
965,-0.7574,Sun Jul 29 19:35:14 +0000 2018,0.706,0.294,0.0,126,@realDonaldTrump
966,0.8947,Sun Jul 29 19:09:19 +0000 2018,0.626,0.0,0.374,127,@realDonaldTrump
967,0.2023,Sun Jul 29 19:09:18 +0000 2018,0.652,0.159,0.188,128,@realDonaldTrump
968,-0.7808,Sun Jul 29 19:09:18 +0000 2018,0.687,0.313,0.0,129,@realDonaldTrump
969,-0.4019,Sun Jul 29 19:09:17 +0000 2018,0.856,0.144,0.0,130,@realDonaldTrump
970,0.34,Sun Jul 29 13:13:59 +0000 2018,0.897,0.0,0.103,131,@realDonaldTrump
971,0.6597,Sun Jul 29 12:42:52 +0000 2018,0.66,0.094,0.247,132,@realDonaldTrump
972,0.7316,Sun Jul 29 12:30:04 +0000 2018,0.755,0.0,0.245,133,@realDonaldTrump
973,0.8707,Sun Jul 29 12:00:13 +0000 2018,0.619,0.0,0.381,134,@realDonaldTrump
974,0.2732,Sun Jul 29 11:59:30 +0000 2018,0.905,0.0,0.095,135,@realDonaldTrump
975,-0.7236,Sun Jul 29 11:59:26 +0000 2018,0.595,0.291,0.114,136,@realDonaldTrump
976,0.3182,Sun Jul 29 11:58:09 +0000 2018,0.881,0.0,0.119,137,@realDonaldTrump
977,-0.4767,Sun Jul 29 11:52:49 +0000 2018,0.829,0.171,0.0,138,@realDonaldTrump
978,0.8689,Sun Jul 29 11:44:00 +0000 2018,0.634,0.0,0.366,139,@realDonaldTrump
979,0.6666,Sun Jul 29 11:31:52 +0000 2018,0.777,0.0,0.223,140,@realDonaldTrump
