,Compound,Date,Negative,Neutral,Positive,Tweets Ago,Username
293,-0.7506,Sun Sep 02 18:45:07 +0000 2018,0.575,0.425,0.0,14,@CNN
294,-0.4767,Sun Sep 02 18:30:04 +0000 2018,0.838,0.162,0.0,15,@CNN
295,0.0,Sun Sep 02 18:15:12 +0000 2018,1.0,0.0,0.0,16,@CNN
296,-0.5994,Sun Sep 02 18:00:12 +0000 2018,0.794,0.206,0.0,17,@CNN
297,-0.5859,Sun Sep 02 17:45:07 +0000 2018,0.745,0.255,0.0,18,@CNN
298,0.872,Sun Sep 02 17:30:06 +0000 2018,0.526,0.0,0.474,19,@CNN
299,-0.7351,Sun Sep 02 17:15:08 +0000 2018,0.721,0.279,0.0,20,@CNN
300,0.0,Sun Sep 02 17:00:10 +0000 2018,1.0,0.0,0.0,21,@CNN
301,-0.6249,Sun Sep 02 16:45:07 +0000 2018,0.687,0.313,0.0,22,@CNN
302,-0.7188,Sun Sep 02 16:30:05 +0000 2018,0.483,0.347,0.171,23,@CNN
303,0.0772,Sun Sep 02 16:15:04 +0000 2018,0.699,0.14,0.161,24,@CNN
304,0.1779,Sun Sep 02 16:00:07 +0000 2018,0.922,0.0,0.078,25,@CNN
305,-0.6486,Sun Sep 02 15:45:13 +0000 2018,0.699,0.301,0.0,26,@CNN
306,-0.4404,Sun Sep 02 15:30:06 +0000 2018,0.861,0.139,0.0,27,@CNN
307,-0.6124,Sun Sep 02 15:23:35 +0000 2018,0.75,0.25,0.0,28,@CNN
308,0.0,Sun Sep 02 15:00:02 +0000 2018,1.0,0.0,0.0,29,@CNN
309,0.0,Sun Sep 02 14:01:07 +0000 2018,1.0,0.0,0.0,30,@CNN
310,0.5574,Sun Sep 02 13:56:53 +0000 2018,0.841,0.0,0.159,31,@CNN
311,0.6113,Sun Sep 02 13:50:18 +0000 2018,0.846,0.0,0.154,32,@CNN
312,-0.872,Sun Sep 02 13:45:08 +0000 2018,0.602,0.398,0.0,33,@CNN
313,-0.1779,Sun Sep 02 13:41:07 +0000 2018,0.728,0.149,0.123,34,@CNN
314,-0.1027,Sun Sep 02 13:31:00 +0000 2018,0.935,0.065,0.0,35,@CNN
315,0.0,Sun Sep 02 13:21:18 +0000 2018,1.0,0.0,0.0,36,@CNN
316,0.3818,Sun Sep 02 13:18:31 +0000 2018,0.841,0.0,0.159,37,@CNN
317,-0.3182,Sun Sep 02 13:01:04 +0000 2018,0.881,0.119,0.0,38,@CNN
318,0.4927,Sun Sep 02 12:31:00 +0000 2018,0.849,0.0,0.151,39,@CNN
319,0.0,Sun Sep 02 12:26:57 +0000 2018,1.0,0.0,0.0,40,@CNN
320,-0.6705,Sun Sep 02 03:00:12 +0000 2018,0.816,0.184,0.0,41,@CNN
321,0.0,Sun Sep 02 02:30:10 +0000 2018,1.0,0.0,0.0,42,@CNN
322,-0.8316,Sun Sep 02 02:00:09 +0000 2018,0.536,0.464,0.0,43,@CNN
323,0.0,Sun Sep 02 01:30:12 +0000 2018,1.0,0.0,0.0,44,@CNN
324,0.0,Sun Sep 02 01:00:06 +0000 2018,1.0,0.0,0.0,45,@CNN
325,0.0,Sun Sep 02 00:30:13 +0000 2018,1.0,0.0,0.0,46,@CNN
326,0.5859,Sun Sep 02 00:00:07 +0000 2018,0.743,0.0,0.257,47,@CNN
327,0.0,Sat Sep 01 23:30:04 +0000 2018,1.0,0.0,0.0,48,@CNN
328,0.0,Sat Sep 01 23:00:07 +0000 2018,1.0,0.0,0.0,49,@CNN
329,0.5574,Sat Sep 01 22:45:05 +0000 2018,0.833,0.0,0.167,50,@CNN
330,0.6705,Sat Sep 01 22:30:13 +0000 2018,0.766,0.0,0.234,51,@CNN
331,0.0,Sat Sep 01 22:15:10 +0000 2018,1.0,0.0,0.0,52,@CNN
332,0.765,Sat Sep 01 22:00:04 +0000 2018,0.625,0.0,0.375,53,@CNN
333,-0.4939,Sat Sep 01 21:45:08 +0000 2018,0.652,0.348,0.0,54,@CNN
334,-0.3818,Sat Sep 01 21:30:08 +0000 2018,0.755,0.245,0.0,55,@CNN
335,0.296,Sat Sep 01 21:15:05 +0000 2018,0.625,0.15,0.225,56,@CNN
336,-0.5256,Sat Sep 01 21:00:07 +0000 2018,0.793,0.207,0.0,57,@CNN
337,0.4404,Sat Sep 01 20:45:08 +0000 2018,0.775,0.0,0.225,58,@CNN
338,-0.3612,Sat Sep 01 20:30:09 +0000 2018,0.737,0.263,0.0,59,@CNN
339,0.0,Sat Sep 01 20:15:09 +0000 2018,1.0,0.0,0.0,60,@CNN
340,-0.1027,Sat Sep 01 12:31:00 +0000 2018,0.935,0.065,0.0,61,@CNN
341,0.3182,Sat Sep 01 12:16:05 +0000 2018,0.596,0.153,0.251,62,@CNN
342,0.0,Sat Sep 01 12:01:02 +0000 2018,1.0,0.0,0.0,63,@CNN
343,-0.4215,Sat Sep 01 11:51:07 +0000 2018,0.708,0.186,0.106,64,@CNN
344,0.4391,Sat Sep 01 11:31:00 +0000 2018,0.862,0.0,0.138,65,@CNN
345,-0.3182,Sat Sep 01 11:01:05 +0000 2018,0.881,0.119,0.0,66,@CNN
346,0.0,Sat Sep 01 10:31:00 +0000 2018,1.0,0.0,0.0,67,@CNN
347,-0.5267,Sat Sep 01 10:01:06 +0000 2018,0.825,0.175,0.0,68,@CNN
348,-0.7184,Sat Sep 01 09:31:00 +0000 2018,0.727,0.273,0.0,69,@CNN
349,0.0,Sat Sep 01 09:01:09 +0000 2018,1.0,0.0,0.0,70,@CNN
350,-0.128,Sat Sep 01 08:31:00 +0000 2018,0.758,0.133,0.109,71,@CNN
351,0.0,Sat Sep 01 08:01:07 +0000 2018,1.0,0.0,0.0,72,@CNN
352,-0.3182,Sat Sep 01 07:37:12 +0000 2018,0.859,0.141,0.0,73,@CNN
353,0.7906,Sat Sep 01 07:31:00 +0000 2018,0.72,0.0,0.28,74,@CNN
354,-0.5563,Sat Sep 01 07:01:02 +0000 2018,0.841,0.159,0.0,75,@CNN
355,0.25,Sat Sep 01 06:46:08 +0000 2018,0.909,0.0,0.091,76,@CNN
356,0.0,Sat Sep 01 06:31:00 +0000 2018,1.0,0.0,0.0,77,@CNN
357,0.0,Sat Sep 01 06:16:05 +0000 2018,1.0,0.0,0.0,78,@CNN
358,-0.5719,Sat Sep 01 06:01:04 +0000 2018,0.681,0.238,0.081,79,@CNN
359,0.0,Sat Sep 01 05:46:06 +0000 2018,1.0,0.0,0.0,80,@CNN
360,-0.2263,Fri Aug 31 22:16:56 +0000 2018,0.909,0.091,0.0,81,@CNN
361,0.0,Fri Aug 31 22:04:07 +0000 2018,1.0,0.0,0.0,82,@CNN
362,-0.1531,Fri Aug 31 21:58:58 +0000 2018,0.929,0.071,0.0,83,@CNN
363,-0.3612,Fri Aug 31 21:55:39 +0000 2018,0.857,0.143,0.0,84,@CNN
364,0.8807,Fri Aug 31 21:49:08 +0000 2018,0.579,0.0,0.421,85,@CNN
365,0.0,Fri Aug 31 21:46:10 +0000 2018,1.0,0.0,0.0,86,@CNN
366,0.0,Fri Aug 31 21:32:02 +0000 2018,1.0,0.0,0.0,87,@CNN
367,0.0,Fri Aug 31 21:28:32 +0000 2018,1.0,0.0,0.0,88,@CNN
368,-0.6486,Fri Aug 31 21:22:50 +0000 2018,0.694,0.306,0.0,89,@CNN
369,0.0,Fri Aug 31 21:08:16 +0000 2018,1.0,0.0,0.0,90,@CNN
370,-0.4449,Fri Aug 31 20:58:48 +0000 2018,0.816,0.184,0.0,91,@CNN
371,0.0,Fri Aug 31 20:55:19 +0000 2018,1.0,0.0,0.0,92,@CNN
372,0.128,Fri Aug 31 20:42:10 +0000 2018,0.919,0.0,0.081,93,@CNN
373,0.8074,Fri Aug 31 20:39:17 +0000 2018,0.774,0.0,0.226,94,@CNN
374,0.0,Fri Aug 31 20:38:44 +0000 2018,1.0,0.0,0.0,95,@CNN
375,-0.4939,Fri Aug 31 20:31:49 +0000 2018,0.82,0.135,0.045,96,@CNN
376,0.6705,Fri Aug 31 20:20:54 +0000 2018,0.744,0.0,0.256,97,@CNN
377,0.0,Fri Aug 31 20:16:00 +0000 2018,1.0,0.0,0.0,98,@CNN
378,-0.0516,Fri Aug 31 20:13:18 +0000 2018,0.954,0.046,0.0,99,@CNN
379,0.0,Fri Aug 31 20:12:39 +0000 2018,1.0,0.0,0.0,100,@CNN
380,0.0,Fri Aug 31 07:41:07 +0000 2018,1.0,0.0,0.0,101,@CNN
381,0.0,Fri Aug 31 07:31:00 +0000 2018,1.0,0.0,0.0,102,@CNN
382,0.3818,Fri Aug 31 07:27:01 +0000 2018,0.86,0.0,0.14,103,@CNN
383,0.0,Fri Aug 31 07:17:04 +0000 2018,1.0,0.0,0.0,104,@CNN
384,-0.4588,Fri Aug 31 07:08:07 +0000 2018,0.857,0.143,0.0,105,@CNN
385,-0.2732,Fri Aug 31 07:02:15 +0000 2018,0.84,0.16,0.0,106,@CNN
386,-0.1027,Fri Aug 31 07:01:00 +0000 2018,0.935,0.065,0.0,107,@CNN
387,-0.5267,Fri Aug 31 06:51:14 +0000 2018,0.784,0.216,0.0,108,@CNN
388,-0.7184,Fri Aug 31 06:31:00 +0000 2018,0.727,0.273,0.0,109,@CNN
389,-0.3612,Fri Aug 31 06:16:05 +0000 2018,0.865,0.135,0.0,110,@CNN
390,0.0,Fri Aug 31 06:01:00 +0000 2018,1.0,0.0,0.0,111,@CNN
391,-0.1531,Fri Aug 31 05:46:06 +0000 2018,0.904,0.096,0.0,112,@CNN
392,0.0,Fri Aug 31 05:41:07 +0000 2018,1.0,0.0,0.0,113,@CNN
393,0.0,Fri Aug 31 05:31:04 +0000 2018,1.0,0.0,0.0,114,@CNN
394,-0.5719,Fri Aug 31 05:16:06 +0000 2018,0.681,0.238,0.081,115,@CNN
395,0.0,Fri Aug 31 05:01:00 +0000 2018,1.0,0.0,0.0,116,@CNN
396,0.4939,Fri Aug 31 04:46:07 +0000 2018,0.814,0.0,0.186,117,@CNN
397,0.0,Fri Aug 31 04:31:06 +0000 2018,1.0,0.0,0.0,118,@CNN
398,0.4939,Fri Aug 31 04:16:05 +0000 2018,0.824,0.0,0.176,119,@CNN
399,0.6369,Fri Aug 31 04:00:00 +0000 2018,0.833,0.0,0.167,120,@CNN
400,0.0,Thu Aug 30 15:49:35 +0000 2018,1.0,0.0,0.0,121,@CNN
401,-0.6908,Thu Aug 30 15:40:05 +0000 2018,0.659,0.341,0.0,122,@CNN
402,-0.872,Thu Aug 30 15:30:09 +0000 2018,0.645,0.355,0.0,123,@CNN
403,0.0,Thu Aug 30 15:25:12 +0000 2018,1.0,0.0,0.0,124,@CNN
404,0.0,Thu Aug 30 15:20:08 +0000 2018,1.0,0.0,0.0,125,@CNN
405,-0.25,Thu Aug 30 15:10:05 +0000 2018,0.64,0.209,0.151,126,@CNN
406,-0.0516,Thu Aug 30 15:00:08 +0000 2018,0.739,0.135,0.126,127,@CNN
407,-0.4215,Thu Aug 30 14:50:03 +0000 2018,0.877,0.123,0.0,128,@CNN
408,0.6369,Thu Aug 30 14:40:00 +0000 2018,0.833,0.0,0.167,129,@CNN
409,-0.5574,Thu Aug 30 14:30:07 +0000 2018,0.426,0.357,0.217,130,@CNN
410,0.4829,Thu Aug 30 14:20:07 +0000 2018,0.795,0.0,0.205,131,@CNN
411,-0.1027,Thu Aug 30 14:10:10 +0000 2018,0.748,0.112,0.14,132,@CNN
412,0.1761,Thu Aug 30 14:10:08 +0000 2018,0.766,0.102,0.132,133,@CNN
413,-0.8402,Thu Aug 30 14:00:12 +0000 2018,0.654,0.346,0.0,134,@CNN
414,0.0,Thu Aug 30 13:55:05 +0000 2018,1.0,0.0,0.0,135,@CNN
415,0.5106,Thu Aug 30 13:45:56 +0000 2018,0.852,0.0,0.148,136,@CNN
416,0.1779,Thu Aug 30 13:32:03 +0000 2018,0.876,0.0,0.124,137,@CNN
417,0.0772,Thu Aug 30 13:30:00 +0000 2018,0.788,0.1,0.112,138,@CNN
418,0.6369,Thu Aug 30 13:21:42 +0000 2018,0.704,0.0,0.296,139,@CNN
419,0.0,Thu Aug 30 13:10:12 +0000 2018,1.0,0.0,0.0,140,@CNN
420,-0.5994,Sun Sep 02 22:05:00 +0000 2018,0.588,0.412,0.0,1,@FoxNews
421,0.5994,Sun Sep 02 22:02:00 +0000 2018,0.726,0.0,0.274,2,@FoxNews
422,-0.6597,Sun Sep 02 22:00:34 +0000 2018,0.625,0.375,0.0,3,@FoxNews
423,0.4939,Sun Sep 02 21:54:15 +0000 2018,0.758,0.0,0.242,4,@FoxNews
424,-0.3182,Sun Sep 02 21:41:01 +0000 2018,0.859,0.141,0.0,5,@FoxNews
425,0.0,Sun Sep 02 21:32:13 +0000 2018,1.0,0.0,0.0,6,@FoxNews
426,0.0,Sun Sep 02 21:27:00 +0000 2018,1.0,0.0,0.0,7,@FoxNews
427,-0.7579,Sun Sep 02 21:22:00 +0000 2018,0.606,0.394,0.0,8,@FoxNews
428,0.0,Sun Sep 02 21:16:08 +0000 2018,1.0,0.0,0.0,9,@FoxNews
429,-0.743,Sun Sep 02 21:06:15 +0000 2018,0.751,0.249,0.0,10,@FoxNews
430,-0.4404,Sun Sep 02 21:01:00 +0000 2018,0.847,0.153,0.0,11,@FoxNews
431,-0.4767,Sun Sep 02 20:53:31 +0000 2018,0.823,0.177,0.0,12,@FoxNews
432,0.0,Sun Sep 02 20:45:00 +0000 2018,1.0,0.0,0.0,13,@FoxNews
433,0.4767,Sun Sep 02 20:38:00 +0000 2018,0.617,0.0,0.383,14,@FoxNews
434,0.8464,Sun Sep 02 20:37:17 +0000 2018,0.605,0.0,0.395,15,@FoxNews
435,-0.802,Sun Sep 02 20:36:59 +0000 2018,0.526,0.474,0.0,16,@FoxNews
436,0.0,Sun Sep 02 20:30:00 +0000 2018,1.0,0.0,0.0,17,@FoxNews
437,-0.4391,Sun Sep 02 20:29:48 +0000 2018,0.806,0.194,0.0,18,@FoxNews
438,-0.2732,Sun Sep 02 20:27:12 +0000 2018,0.795,0.205,0.0,19,@FoxNews
439,0.0,Sun Sep 02 20:24:54 +0000 2018,1.0,0.0,0.0,20,@FoxNews
440,-0.5574,Sun Sep 02 20:22:07 +0000 2018,0.777,0.223,0.0,21,@FoxNews
441,0.6249,Sun Sep 02 20:20:36 +0000 2018,0.728,0.0,0.272,22,@FoxNews
442,-0.4939,Sun Sep 02 20:14:33 +0000 2018,0.724,0.276,0.0,23,@FoxNews
443,0.2263,Sun Sep 02 20:10:08 +0000 2018,0.909,0.0,0.091,24,@FoxNews
444,0.0,Sun Sep 02 20:02:52 +0000 2018,1.0,0.0,0.0,25,@FoxNews
445,0.0,Sun Sep 02 19:56:00 +0000 2018,1.0,0.0,0.0,26,@FoxNews
446,-0.3818,Sun Sep 02 19:55:38 +0000 2018,0.822,0.178,0.0,27,@FoxNews
447,-0.0516,Sun Sep 02 19:52:08 +0000 2018,0.694,0.16,0.146,28,@FoxNews
448,-0.3089,Sun Sep 02 19:44:47 +0000 2018,0.907,0.093,0.0,29,@FoxNews
449,-0.34,Sun Sep 02 19:35:52 +0000 2018,0.821,0.179,0.0,30,@FoxNews
450,0.0,Sun Sep 02 19:35:29 +0000 2018,1.0,0.0,0.0,31,@FoxNews
451,0.8519,Sun Sep 02 19:35:15 +0000 2018,0.659,0.0,0.341,32,@FoxNews
452,-0.34,Sun Sep 02 19:28:50 +0000 2018,0.854,0.146,0.0,33,@FoxNews
453,-0.6705,Sun Sep 02 19:25:00 +0000 2018,0.718,0.282,0.0,34,@FoxNews
454,0.4215,Sun Sep 02 19:21:14 +0000 2018,0.859,0.0,0.141,35,@FoxNews
455,-0.6705,Sun Sep 02 19:20:58 +0000 2018,0.621,0.379,0.0,36,@FoxNews
456,0.2023,Sun Sep 02 19:16:00 +0000 2018,0.913,0.0,0.087,37,@FoxNews
457,0.3612,Sun Sep 02 19:09:05 +0000 2018,0.706,0.0,0.294,38,@FoxNews
458,0.0772,Sun Sep 02 19:06:16 +0000 2018,0.942,0.0,0.058,39,@FoxNews
459,0.0,Sun Sep 02 19:01:06 +0000 2018,1.0,0.0,0.0,40,@FoxNews
460,-0.3089,Sun Sep 02 17:33:00 +0000 2018,0.907,0.093,0.0,41,@FoxNews
461,-0.4468,Sun Sep 02 17:28:39 +0000 2018,0.675,0.239,0.086,42,@FoxNews
462,0.0,Sun Sep 02 17:26:04 +0000 2018,1.0,0.0,0.0,43,@FoxNews
463,0.0,Sun Sep 02 17:19:27 +0000 2018,1.0,0.0,0.0,44,@FoxNews
464,0.7783,Sun Sep 02 17:15:00 +0000 2018,0.657,0.0,0.343,45,@FoxNews
465,0.4767,Sun Sep 02 17:09:16 +0000 2018,0.617,0.0,0.383,46,@FoxNews
466,-0.6705,Sun Sep 02 17:07:13 +0000 2018,0.718,0.282,0.0,47,@FoxNews
467,0.5267,Sun Sep 02 17:01:55 +0000 2018,0.805,0.0,0.195,48,@FoxNews
468,0.4466,Sun Sep 02 16:59:06 +0000 2018,0.789,0.0,0.211,49,@FoxNews
469,0.2716,Sun Sep 02 16:59:00 +0000 2018,0.89,0.0,0.11,50,@FoxNews
470,-0.296,Sun Sep 02 16:52:03 +0000 2018,0.891,0.109,0.0,51,@FoxNews
471,0.4939,Sun Sep 02 16:47:41 +0000 2018,0.814,0.0,0.186,52,@FoxNews
472,-0.5106,Sun Sep 02 16:33:00 +0000 2018,0.829,0.171,0.0,53,@FoxNews
473,-0.8176,Sun Sep 02 16:32:28 +0000 2018,0.452,0.548,0.0,54,@FoxNews
474,0.0,Sun Sep 02 16:21:27 +0000 2018,1.0,0.0,0.0,55,@FoxNews
475,0.6124,Sun Sep 02 16:07:09 +0000 2018,0.737,0.0,0.263,56,@FoxNews
476,-0.8481,Sun Sep 02 15:58:43 +0000 2018,0.594,0.406,0.0,57,@FoxNews
477,0.0,Sun Sep 02 15:49:47 +0000 2018,1.0,0.0,0.0,58,@FoxNews
478,0.0,Sun Sep 02 15:41:22 +0000 2018,1.0,0.0,0.0,59,@FoxNews
479,0.0,Sun Sep 02 15:29:10 +0000 2018,1.0,0.0,0.0,60,@FoxNews
480,0.0,Sun Sep 02 12:00:00 +0000 2018,1.0,0.0,0.0,61,@FoxNews
481,0.6115,Sun Sep 02 11:55:00 +0000 2018,0.723,0.0,0.277,62,@FoxNews
482,0.0,Sun Sep 02 11:50:00 +0000 2018,1.0,0.0,0.0,63,@FoxNews
483,0.4939,Sun Sep 02 11:45:00 +0000 2018,0.714,0.0,0.286,64,@FoxNews
484,0.4019,Sun Sep 02 11:35:00 +0000 2018,0.847,0.0,0.153,65,@FoxNews
485,0.5106,Sun Sep 02 11:26:25 +0000 2018,0.788,0.0,0.212,66,@FoxNews
486,0.0,Sun Sep 02 11:20:00 +0000 2018,1.0,0.0,0.0,67,@FoxNews
487,0.5859,Sun Sep 02 11:19:13 +0000 2018,0.769,0.0,0.231,68,@FoxNews
488,-0.8225,Sun Sep 02 11:15:00 +0000 2018,0.631,0.369,0.0,69,@FoxNews
489,0.2263,Sun Sep 02 11:00:01 +0000 2018,0.909,0.0,0.091,70,@FoxNews
490,0.0,Sun Sep 02 10:45:00 +0000 2018,1.0,0.0,0.0,71,@FoxNews
491,0.0,Sun Sep 02 10:35:00 +0000 2018,1.0,0.0,0.0,72,@FoxNews
492,0.0,Sun Sep 02 10:25:00 +0000 2018,1.0,0.0,0.0,73,@FoxNews
493,-0.3612,Sun Sep 02 10:15:00 +0000 2018,0.783,0.217,0.0,74,@FoxNews
494,0.3252,Sun Sep 02 09:45:00 +0000 2018,0.848,0.0,0.152,75,@FoxNews
495,-0.4215,Sun Sep 02 09:30:00 +0000 2018,0.797,0.203,0.0,76,@FoxNews
496,-0.6124,Sun Sep 02 09:08:00 +0000 2018,0.688,0.312,0.0,77,@FoxNews
497,0.4939,Sun Sep 02 09:00:00 +0000 2018,0.849,0.0,0.151,78,@FoxNews
498,0.0,Sun Sep 02 08:53:00 +0000 2018,1.0,0.0,0.0,79,@FoxNews
499,0.4404,Sun Sep 02 08:45:00 +0000 2018,0.741,0.091,0.169,80,@FoxNews
500,0.2846,Sun Sep 02 01:40:00 +0000 2018,0.674,0.118,0.208,81,@FoxNews
501,0.3818,Sun Sep 02 01:32:00 +0000 2018,0.663,0.128,0.209,82,@FoxNews
502,0.0,Sun Sep 02 01:24:00 +0000 2018,0.688,0.156,0.156,83,@FoxNews
503,-0.6486,Sun Sep 02 01:15:51 +0000 2018,0.481,0.316,0.203,84,@FoxNews
504,0.0,Sun Sep 02 01:08:42 +0000 2018,1.0,0.0,0.0,85,@FoxNews
505,0.128,Sun Sep 02 01:03:00 +0000 2018,0.919,0.0,0.081,86,@FoxNews
506,-0.4767,Sun Sep 02 00:45:13 +0000 2018,0.795,0.205,0.0,87,@FoxNews
507,-0.7269,Sun Sep 02 00:35:37 +0000 2018,0.747,0.253,0.0,88,@FoxNews
508,0.0,Sun Sep 02 00:29:00 +0000 2018,1.0,0.0,0.0,89,@FoxNews
509,-0.3818,Sun Sep 02 00:24:00 +0000 2018,0.755,0.245,0.0,90,@FoxNews
510,0.2732,Sun Sep 02 00:18:44 +0000 2018,0.48,0.176,0.344,91,@FoxNews
511,0.0,Sun Sep 02 00:05:08 +0000 2018,1.0,0.0,0.0,92,@FoxNews
512,0.7269,Sat Sep 01 23:59:35 +0000 2018,0.663,0.0,0.337,93,@FoxNews
513,-0.8225,Sat Sep 01 23:50:00 +0000 2018,0.631,0.369,0.0,94,@FoxNews
514,0.0,Sat Sep 01 23:42:21 +0000 2018,1.0,0.0,0.0,95,@FoxNews
515,0.0,Sat Sep 01 23:32:30 +0000 2018,1.0,0.0,0.0,96,@FoxNews
516,0.128,Sat Sep 01 23:27:00 +0000 2018,0.909,0.0,0.091,97,@FoxNews
517,-0.4404,Sat Sep 01 23:25:12 +0000 2018,0.734,0.266,0.0,98,@FoxNews
518,0.4019,Sat Sep 01 23:20:51 +0000 2018,0.769,0.0,0.231,99,@FoxNews
519,0.0,Sat Sep 01 23:17:57 +0000 2018,1.0,0.0,0.0,100,@FoxNews
520,0.6599,Sat Sep 01 19:23:55 +0000 2018,0.795,0.0,0.205,101,@FoxNews
521,0.0,Sat Sep 01 19:20:25 +0000 2018,1.0,0.0,0.0,102,@FoxNews
522,0.7269,Sat Sep 01 19:19:28 +0000 2018,0.663,0.0,0.337,103,@FoxNews
523,0.0,Sat Sep 01 19:19:04 +0000 2018,1.0,0.0,0.0,104,@FoxNews
524,0.4588,Sat Sep 01 19:18:33 +0000 2018,0.8,0.0,0.2,105,@FoxNews
525,0.8519,Sat Sep 01 19:13:58 +0000 2018,0.659,0.0,0.341,106,@FoxNews
526,0.0,Sat Sep 01 19:13:28 +0000 2018,1.0,0.0,0.0,107,@FoxNews
527,0.0,Sat Sep 01 19:10:06 +0000 2018,1.0,0.0,0.0,108,@FoxNews
528,-0.3182,Sat Sep 01 19:04:39 +0000 2018,0.85,0.15,0.0,109,@FoxNews
529,0.4019,Sat Sep 01 19:04:28 +0000 2018,0.847,0.0,0.153,110,@FoxNews
530,-0.5574,Sat Sep 01 18:59:36 +0000 2018,0.795,0.205,0.0,111,@FoxNews
531,0.0,Sat Sep 01 18:44:08 +0000 2018,0.688,0.156,0.156,112,@FoxNews
532,-0.5423,Sat Sep 01 18:43:41 +0000 2018,0.488,0.341,0.171,113,@FoxNews
533,0.2846,Sat Sep 01 18:38:47 +0000 2018,0.674,0.118,0.208,114,@FoxNews
534,-0.6369,Sat Sep 01 18:32:22 +0000 2018,0.826,0.174,0.0,115,@FoxNews
535,0.4019,Sat Sep 01 18:31:32 +0000 2018,0.769,0.0,0.231,116,@FoxNews
536,0.0,Sat Sep 01 18:30:02 +0000 2018,1.0,0.0,0.0,117,@FoxNews
537,0.4404,Sat Sep 01 18:23:01 +0000 2018,0.847,0.0,0.153,118,@FoxNews
538,0.4404,Sat Sep 01 18:21:03 +0000 2018,0.741,0.091,0.169,119,@FoxNews
539,0.0,Sat Sep 01 18:15:00 +0000 2018,1.0,0.0,0.0,120,@FoxNews
540,0.8883,Sat Sep 01 14:26:05 +0000 2018,0.644,0.0,0.356,121,@FoxNews
541,-0.6808,Sat Sep 01 14:24:58 +0000 2018,0.805,0.195,0.0,122,@FoxNews
542,0.8519,Sat Sep 01 14:24:08 +0000 2018,0.491,0.0,0.509,123,@FoxNews
543,0.0,Sat Sep 01 14:23:37 +0000 2018,1.0,0.0,0.0,124,@FoxNews
544,0.3182,Sat Sep 01 14:23:07 +0000 2018,0.723,0.112,0.165,125,@FoxNews
545,0.0,Sat Sep 01 14:21:52 +0000 2018,1.0,0.0,0.0,126,@FoxNews
546,-0.4588,Sat Sep 01 14:20:07 +0000 2018,0.875,0.125,0.0,127,@FoxNews
547,0.0,Sat Sep 01 14:17:38 +0000 2018,1.0,0.0,0.0,128,@FoxNews
548,0.0,Sat Sep 01 14:15:49 +0000 2018,1.0,0.0,0.0,129,@FoxNews
549,0.0,Sat Sep 01 14:12:39 +0000 2018,1.0,0.0,0.0,130,@FoxNews
550,0.0,Sat Sep 01 14:12:16 +0000 2018,1.0,0.0,0.0,131,@FoxNews
551,0.0,Sat Sep 01 14:05:08 +0000 2018,1.0,0.0,0.0,132,@FoxNews
552,0.0,Sat Sep 01 14:02:57 +0000 2018,1.0,0.0,0.0,133,@FoxNews
553,0.5719,Sat Sep 01 14:02:25 +0000 2018,0.821,0.0,0.179,134,@FoxNews
554,0.0,Sat Sep 01 14:02:10 +0000 2018,1.0,0.0,0.0,135,@FoxNews
555,0.0,Sat Sep 01 13:55:23 +0000 2018,1.0,0.0,0.0,136,@FoxNews
556,0.0,Sat Sep 01 13:51:06 +0000 2018,1.0,0.0,0.0,137,@FoxNews
557,0.0,Sat Sep 01 13:45:58 +0000 2018,1.0,0.0,0.0,138,@FoxNews
558,0.0,Sat Sep 01 13:30:46 +0000 2018,1.0,0.0,0.0,139,@FoxNews
559,0.0,Sat Sep 01 13:10:48 +0000 2018,1.0,0.0,0.0,140,@FoxNews
560,0.4939,Sun Sep 02 21:47:47 +0000 2018,0.849,0.0,0.151,1,@nytimes
561,0.9371,Sun Sep 02 21:32:15 +0000 2018,0.526,0.0,0.474,2,@nytimes
562,0.5106,Sun Sep 02 21:15:10 +0000 2018,0.883,0.0,0.117,3,@nytimes
563,0.0,Sun Sep 02 21:00:07 +0000 2018,1.0,0.0,0.0,4,@nytimes
564,0.3818,Sun Sep 02 20:45:09 +0000 2018,0.885,0.0,0.115,5,@nytimes
565,0.0,Sun Sep 02 20:31:45 +0000 2018,1.0,0.0,0.0,6,@nytimes
566,-0.296,Sun Sep 02 20:15:05 +0000 2018,0.879,0.121,0.0,7,@nytimes
567,0.8261,Sun Sep 02 20:00:14 +0000 2018,0.581,0.07,0.349,8,@nytimes
568,0.0,Sun Sep 02 19:45:08 +0000 2018,1.0,0.0,0.0,9,@nytimes
569,0.0,Sun Sep 02 19:31:04 +0000 2018,1.0,0.0,0.0,10,@nytimes
570,-0.34,Sun Sep 02 19:20:05 +0000 2018,0.902,0.098,0.0,11,@nytimes
571,-0.4824,Sun Sep 02 19:04:59 +0000 2018,0.844,0.156,0.0,12,@nytimes
572,-0.7964,Sun Sep 02 18:56:28 +0000 2018,0.693,0.307,0.0,13,@nytimes
573,-0.4404,Sun Sep 02 18:30:10 +0000 2018,0.861,0.139,0.0,14,@nytimes
574,0.5106,Sun Sep 02 18:14:05 +0000 2018,0.829,0.0,0.171,15,@nytimes
575,0.0,Sun Sep 02 18:00:10 +0000 2018,1.0,0.0,0.0,16,@nytimes
576,-0.765,Sun Sep 02 17:50:01 +0000 2018,0.742,0.258,0.0,17,@nytimes
577,0.0,Sun Sep 02 17:30:09 +0000 2018,1.0,0.0,0.0,18,@nytimes
